1 12.6959
51 10.1138
101 8.38684
151 8.03353
201 3.76348
251 3.65882
301 3.47925
351 3.46534
401 3.46162
451 3.46162
501 3.46162
551 3.46162
601 3.46162
651 3.46162
701 3.46162
751 3.46162
801 3.56584
851 3.46162
901 3.46162
951 3.57395
1001 3.53437
1051 3.51626
1101 3.51626
1151 3.51626
1201 3.51626
1251 3.51626
1301 3.51626
1351 3.51626
1401 3.46162
1451 3.46162
1501 3.46162
1551 3.46162
1601 3.46162
1651 3.46162
1701 3.46162
1751 3.46162
1801 3.46162
1851 3.46162
1901 3.46162
1951 3.46162
2001 3.46162
2051 3.46683
2101 3.46683
2151 3.46683
2201 3.46162
2251 3.46162
2301 3.46162
2351 3.46162
2401 3.46162
2451 3.46162
2501 3.46162
2551 3.46162
2601 3.46162
2651 3.46162
2701 3.46162
2751 3.46162
2801 3.46162
2851 3.46162
2901 3.46162
2951 3.46162
3001 3.46162
3051 3.46162
3101 3.46162
3151 3.46162
3201 3.46162
3251 3.46162
3301 3.46162
3351 3.46162
3401 3.46162
3451 3.46162
3501 3.46162
3551 3.46162
3601 3.46162
3651 3.46162
3701 3.46162
3751 3.46162
3801 3.46162
3851 3.46162
3901 3.46162
3951 3.56584
4001 3.46162
4051 3.46162
4101 3.46162
4151 3.46162
4201 3.46162
4251 3.46162
4301 3.46162
4351 3.46162
4401 3.46162
4451 3.46162
4501 3.46162
4551 3.46162
4601 3.46162
4651 3.46162
4701 3.46162
4751 3.46162
4801 3.48384
4851 3.48384
4901 3.48384
4951 3.46162
5001 3.48397
5051 3.46162
5101 3.46162
5151 3.46162
5201 3.46162
5251 3.46162
5301 3.46162
5351 3.46162
5401 3.46162
5451 3.46162
5501 3.46534
5551 3.48935
5601 3.48935
5651 3.48935
5701 3.48384
5751 3.47519
5801 3.46162
5851 3.46162
5901 3.46162
5951 3.46162
6001 3.46162
6051 3.46162
6101 3.46162
6151 3.46162
6201 3.46162
6251 3.4709
6301 3.46162
6351 3.46162
6401 3.46162
6451 3.51626
6501 3.51626
6551 3.51626
6601 3.46162
6651 3.46162
6701 3.46162
6751 3.46162
6801 3.46162
6851 3.46162
6901 3.46162
6951 3.46534
7001 3.46162
7051 3.46162
7101 3.46162
7151 3.46162
7201 3.46162
7251 3.46162
7301 3.46162
7351 3.46162
7401 3.46162
7451 3.46162
7501 3.46162
7551 3.46162
7601 3.46162
7651 3.46162
7701 3.46162
7751 3.46162
7801 3.46162
7851 3.46162
7901 3.46162
7951 3.46162
8001 3.46162
8051 3.46162
8101 3.46162
8151 3.46162
8201 3.46162
8251 3.46162
8301 3.46162
8351 3.46162
8401 3.46162
8451 3.46162
8501 3.46162
8551 3.46162
8601 3.46162
8651 3.46162
8701 3.46162
8751 3.46162
8801 4.29568
8851 3.46162
8901 3.46162
8951 3.46162
9001 3.46162
9051 3.46162
9101 3.46162
9151 3.46162
9201 3.46162
9251 3.46162
9301 3.46162
9351 3.46162
9401 3.46162
9451 3.46162
9501 3.46162
9551 3.46162
9601 3.46162
9651 3.46162
9701 3.46162
9751 3.46162
9801 3.46162
9851 3.46162
9901 3.46162
9951 3.4709
10001 3.46162
10051 3.46162
10101 3.46162
10151 3.46162
10201 3.46162
10251 3.46162
10301 3.46162
10351 3.46162
10401 3.46162
10451 3.46162
10501 3.46162
10551 3.46162
10601 3.46162
10651 3.46162
10701 3.46162
10751 3.46162
10801 3.46162
10851 3.46162
10901 3.46162
10951 3.46534
11001 3.46162
11051 3.46162
11101 3.46162
11151 3.46162
11201 3.51626
11251 3.51626
11301 3.53862
11351 3.46683
11401 3.46162
11451 3.46162
11501 3.46162
11551 3.46162
11601 3.46162
11651 3.46162
11701 3.46162
11751 3.46162
11801 3.46162
11851 3.46162
11901 3.46162
11951 3.46162
12001 3.46162
12051 3.46162
12101 3.55617
12151 3.55617
12201 3.6037
12251 3.46162
12301 3.46162
12351 3.46162
12401 3.46162
12451 3.46162
12501 3.46162
12551 3.46162
12601 3.46162
12651 3.46162
12701 3.46162
12751 3.46162
12801 3.46162
12851 3.46162
12901 3.46162
12951 3.46162
13001 3.46162
13051 3.46162
13101 3.46162
13151 3.46162
13201 3.46162
13251 3.46162
13301 3.46162
13351 3.46162
13401 3.46162
13451 3.46162
13501 3.46162
13551 3.46683
13601 3.46162
13651 3.46162
13701 3.46162
13751 3.46162
13801 3.46162
13851 3.55724
13901 3.54841
13951 3.51626
14001 3.51626
