0 0.122649 0.169918 
11 0.233157 0.193293 
19 0.501858 0.024284 
22 0.67838 0.0982145 
6 0.776048 0.0211376 
29 0.813285 0.0179424 
3 0.705029 0.0860072 
21 0.651955 0.213852 
1 0.729649 0.331166 
20 0.686006 0.369351 
13 0.479138 0.49426 
2 0.477115 0.571835 
12 0.493226 0.756047 
24 0.577269 0.840005 
4 0.656019 0.905484 
26 0.765764 0.970267 
28 0.918855 0.939875 
18 0.931865 0.754052 
16 0.616809 0.580468 
15 0.471797 0.584917 
5 0.371496 0.836567 
27 0.22611 0.99461 
10 0.0646429 0.754654 
23 0.12096 0.680137 
9 0.0173017 0.583179 
25 0.0527608 0.453507 
7 0.168325 0.572439 
8 0.279233 0.545858 
14 0.257893 0.239268 
17 0.0839539 0.159259 
30 0.122649 0.169918
