-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 8.19672e-06 7.98918e-06
-2.6375 2.45902e-05 1.74842e-05
-2.6125 1.63934e-05 1.09971e-05
-2.5875 4.09836e-05 3.25297e-05
-2.5625 4.91803e-05 4.03225e-05
-2.5375 4.09836e-05 2.80969e-05
-2.5125 4.09836e-05 3.25297e-05
-2.4875 8.19672e-05 4.41407e-05
-2.4625 7.37705e-05 3.75174e-05
-2.4375 0.000172131 5.96449e-05
-2.4125 0.000204918 6.84561e-05
-2.3875 0.000139344 5.7113e-05
-2.3625 0.000295082 0.000112148
-2.3375 0.000262295 7.0891e-05
-2.3125 0.000639344 0.000162659
-2.2875 0.000672131 0.000138085
-2.2625 0.000770492 0.000141069
-2.2375 0.0012459 0.000255127
-2.2125 0.00155738 0.000253039
-2.1875 0.00181148 0.000257506
-2.1625 0.00252459 0.000270218
-2.1375 0.00318852 0.000337059
-2.1125 0.00378689 0.000349088
-2.0875 0.00492623 0.000472216
-2.0625 0.00631967 0.000523754
-2.0375 0.00804098 0.000694401
